	Scientific Name	Common Name	Region	Family	First Listed	Taxonomic Group	Status	Type
3837	Hemileuca sp.	bog buckmoth	NY, WI	saturniidae		Insects	Not Listed	I
3838	Hemipachnolia subporphyria subporphyria	Venus flytrap noctuid	NC	noctuidae		Insects	Not Listed	I
3839	Hemistena lata	Cracking pearlymussel	AL, TN, VA	unionidae	1989.0	Clams	Endangered	I
3840	Hemistena lata	Cracking pearlymussel		unionidae	2001.0	Clams		I
3841	Hemistena lata	Cracking pearlymussel		unionidae	2007.0	Clams		I
3842	Hemitremia flammea	Flame chub	AL, GA, TN	cyprinidae		Fishes	Not Listed	V
3843	Hemizonia arida	Red Rock tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3844	Hemizonia floribunda	Tecate tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3845	Hemizonia halliana	Hall's tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3846	Hemizonia minthornii	Santa Susana tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3847	Hemizonia mohavensis	Mojave tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3848	Hemizonia multicaulis multicaulis	Seaside tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3849	Hemizonia multicaulis vernalis	Tiburon tarweed	CA	asteraceae		Flowering Plants	Not Listed	P
3850	Hemizonia parryi australis	Southern tarplant	CA	asteraceae		Flowering Plants	Not Listed	P
3851	Hemizonia parryi congdonii	Pappose spikeweed	CA	asteraceae		Flowering Plants	Not Listed	P
3852	Hemizonia pungens laevis	Smooth tarplant	CA	asteraceae		Flowering Plants	Not Listed	P
3853	Hemphillia burringtoni	Burrington jumping-slug	WA	arionidae		Snails	Under Review in the Candidate or Petition Process	I
3854	Hepialus sciophanes	 ghost moth	NC, VA	hepialidae		Insects	Not Listed	I
3855	Heraclides andraemon bonhotei	Bahama swallowtail butterfly	FL	papilionidae	1976.0	Insects		I
3856	Heraclides aristodemus ponceanus	Schaus swallowtail butterfly	FL	papilionidae	1976.0	Insects	Endangered	I
3857	Heritiera longipetiolata	Ufa-halomtano	GU, MP	sterculiaceae	2015.0	Flowering Plants	Endangered	P
3858	Hermidium alipes pallidum		CO, UT	nyctaginaceae		Flowering Plants	Not Listed	P
3859	Herpailurus (=Felis) yagouaroundi cacomitli	Gulf Coast jaguarundi	TX	felidae	1976.0	Mammals	Endangered	V
3860	Herpailurus (=Felis) yagouaroundi tolteca	Sinaloan Jaguarundi		felidae	1976.0	Mammals	Endangered	V
3861	Herricka horrida		CO	asteraceae		Flowering Plants	Not Listed	P
3862	Hesperapis oraria	Gulf Coast solitary bee	AL, FL, MS	melittidae		Insects	Under Review in the Candidate or Petition Process	I
3863	Hesperia comma ssp.	Spring Mountain comma skipper	NV	hesperiidae		Insects	Not Listed	I
3864	hesperia comma ssp. mojavensis	Spring Mountains comma skipper butterfly		hesperiidae		Insects	Not Listed	I
3865	Hesperia dacotae	Dakota Skipper	IA, MN, ND, SD	hesperiidae	2014.0	Insects	Threatened	I
3866	Hesperia leonardus montana	Pawnee montane skipper	CO	hesperiidae	1987.0	Insects	Threatened	I
3867	Hesperia mirimae ssp.	White Mountains skipper	CA, NV	hesperiidae		Insects	Not Listed	I
3868	Hesperia uncas fulvapalla	Railroad Valley skipper	NV	hesperiidae		Insects	Not Listed	I
3869	Hesperia uncas giulianii	Mono Basin skipper	CA	hesperiidae		Insects	Not Listed	I
3870	Hesperia uncas grandiosa	White River Valley skipper	NV	hesperiidae		Insects	Not Listed	I
3871	Hesperia uncas reeseorum	Railroad Valley Skipper	NV	hesperiidae		Insects	Not Listed	I
3872	Hesperocnide sandwicensis		HI	urticaceae		Flowering Plants	Not Listed	P
3873	Hesperolinon adenophyllum	Glandular dwarf-flax	CA	linaceae		Flowering Plants	Not Listed	P
3874	Hesperolinon bicarpellatum	Two carpeled dwarf-flax	CA	linaceae		Flowering Plants	Not Listed	P
3875	Hesperolinon breweri	Brewer's dwarf-flax	CA	linaceae		Flowering Plants	Not Listed	P
3876	Hesperolinon congestum	Marin dwarf-flax	CA	linaceae	1995.0	Flowering Plants	Threatened	P
3877	Hesperolinon didymocarpum	Lake County dwarf-flax	CA	linaceae		Flowering Plants	Not Listed	P
3878	Hesperolinon drymarioides	Drymaria dwarf-flax	CA	linaceae		Flowering Plants	Not Listed	P
3879	Hesperolinon tehamense	Tehama dwarf-flax	CA	linaceae		Flowering Plants	Not Listed	P
3880	Hesperomannia arborescens		HI	asteraceae	1994.0	Flowering Plants	Endangered	P
3881	Hesperomannia arbuscula		HI	asteraceae	1991.0	Flowering Plants	Endangered	P
3882	Hesperomannia lydgatei		HI	asteraceae	1991.0	Flowering Plants	Endangered	P
3883	Hesperopsis gracielae	MacNeill sooty wing skipper	AZ, CA, NV, UT	hesperiidae		Insects	Not Listed	I
3884	Heteramphus filicum	Oahu heteramphus fern weevil	HI	curculionidae		Insects	Not Listed	I
3885	Heterelmis comalensis	Comal Springs riffle beetle	TX	elmidae	1997.0	Insects	Endangered	I
3886	Heterelmis stephani	Stephan's Riffle beetle	AZ	elmidae		Insects	Not Listed	I
3887	heterocampa amanda	A Notodontid moth		notodontidae		Insects	Not Listed	I
3888	Heterocleon berneri	Berner's two-winged mayfly	GA	baetidae		Insects	Not Listed	I
3889	Heterodermia erinacea		CA	physciaceae		Flowering Plants	Not Listed	P
3890	Heterodon simus	Southern hognose snake	AL, FL, GA, MS, NC, SC	colubridae		Reptiles	Not Listed	V
3891	Heteromeyenia longistylis	Pennsylvania sponge	PA	spongillidae		Sponges	Not Listed	I
3892	Heterotheca jonesii	Jones golden aster	UT	asteraceae		Flowering Plants	Not Listed	P
3893	Heterotheca rutteri		AZ	asteraceae		Flowering Plants	Not Listed	P
3894	Heuchera americana hispida	 alumroot	VA, WV	saxifragaceae		Flowering Plants	Not Listed	P
3895	Heuchera brevistaminea	Laguna alumroot	CA	saxifragaceae		Flowering Plants	Not Listed	P
3896	Heuchera duranii	Duran's alumroot	CA, NV	saxifragaceae		Flowering Plants	Not Listed	P
3897	Heuchera hirsutissima	shaggyhair alumroot		saxifragaceae		Flowering Plants	Not Listed	P
3898	Heuchera maxima	Island alumroot	CA	saxifragaceae		Flowering Plants	Not Listed	P
3899	Heuchera missouriensis		MO	saxifragaceae		Flowering Plants	Not Listed	P
3900	Heuchera villosa arkansana		AR	saxifragaceae		Flowering Plants	Not Listed	P
3901	Hexalectris colemanii	Colemans coralroot	AZ	orchidaceae		Flowering Plants	Not Listed	P
3902	Hexalectris grandiflora	Greenman's hexalectris	TX	orchidaceae		Flowering Plants	Not Listed	P
3903	Hexalectris nitida	Glass Mountain coral-root	NM, TX	orchidaceae		Flowering Plants	Not Listed	P
3904	Hexalectris revoluta	Chisos coral-root	TX	orchidaceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
3905	Hexalectris warnockii	Purple, Texas spike	AZ, NM, TX	orchidaceae		Flowering Plants	Not Listed	P
3906	Hexastylis contracta		KY, NC, TN	aristolochiaceae		Flowering Plants	Not Listed	P
3907	Hexastylis lewisii	 heartleaf	NC, VA	aristolochiaceae		Flowering Plants	Not Listed	P
3908	Hexastylis naniflora	Dwarf-flowered heartleaf	NC, SC	aristolochiaceae	1989.0	Flowering Plants	Threatened	P
3909	Hexastylis rhombiformis	French Broad heartleaf	NC	aristolochiaceae		Flowering Plants	Not Listed	P
3910	Hexastylis speciosa	Harper's heartleaf	AL	aristolochiaceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
3911	Hibiscadelphus bombycinus		HI	malvaceae		Flowering Plants	Not Listed	P
3912	Hibiscadelphus crucibracteatus	Hau kuahiwi	HI	malvaceae		Flowering Plants	Not Listed	P
3913	Hibiscadelphus distans	Kauai hau kuahiwi	HI	malvaceae	1986.0	Flowering Plants	Endangered	P
3914	Hibiscadelphus giffardianus	Hau kuahiwi	HI	malvaceae	1996.0	Flowering Plants	Endangered	P
3915	Hibiscadelphus hualalaiensis	Hau kuahiwi	HI	malvaceae	1996.0	Flowering Plants	Endangered	P
3916	Hibiscadelphus wilderanus		HI	malvaceae		Flowering Plants	Not Listed	P
3917	Hibiscadelphus woodii	Hau kuahiwi	HI	malvaceae	1996.0	Flowering Plants	Endangered	P
3918	Hibiscus arnottianus ssp. immaculatus	Koki`o ke`oke`o	HI	malvaceae	1992.0	Flowering Plants	Endangered	P
3919	Hibiscus brackenridgei	(=Native yellow hibiscus) ma`o hau hele	HI	malvaceae	1994.0	Flowering Plants	Endangered	P
3920	Hibiscus californicus	California hibiscus	CA	malvaceae		Flowering Plants	Not Listed	P
3921	Hibiscus clayi	Clay's hibiscus	HI	malvaceae	1994.0	Flowering Plants	Endangered	P
3922	Hibiscus dasycalyx	Neches River rose-mallow	TX	malvaceae	2013.0	Flowering Plants	Threatened	P
3923	Hibiscus kokio	Pualoalo	HI	malvaceae		Flowering Plants	Not Listed	P
3924	Hibiscus waimeae ssp. hannerae	Koki`o ke`oke`o	HI	malvaceae	1996.0	Flowering Plants	Endangered	P
3925	Hibiscus waimeae waimeae		HI	malvaceae		Flowering Plants	Not Listed	P
3926	hieracium fendleri	Mogollon hawkweed		asteraceae		Flowering Plants	Not Listed	P
3927	Hieracium longiberbe		OR, WA	asteraceae		Flowering Plants	Not Listed	P
3928	Hieracium pringlei	Pringle hawkweed	AZ	asteraceae		Flowering Plants	Not Listed	P
3929	Hieracium robinsonii	 hawkweed	ME, NH	asteraceae		Flowering Plants	Not Listed	P
3930	Himantopus mexicanus knudseni	Hawaiian stilt	HI	recurvirostridae	1970.0	Birds	Endangered	V
3931	Histrionicus histrionicus	Harlequin duck	AK, AR, AZ, CA, CO, CT, DE, IA, ID, KS, MA, MD, ME, MN, MO, MT, NE, NH, NJ, NM, NV, OK, OR, RI, SD, TX, UT, WA, WY	anatidae		Birds	Not Listed	V
3932	Hobbseus cristatus	Crested Riverlet crayfish	MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
3933	Hobbseus orconectoides	Oktibbeha rivulet crayfish	MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
3934	Hobbseus petilus	Tombigbee Riverlet crayfish	MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
3935	Hobbseus yalobushensis	Yalobusha Riverlet crayfish	MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
3936	Hoffmannseggia tenella	Slender rush-pea	TX	fabaceae	1985.0	Flowering Plants	Endangered	P
3937	hoita strobilina	Loma Prieta hoita		fabaceae		Flowering Plants	Not Listed	P
3938	Holbrookia lacerata	Spot-tailed earless lizard	TX	phrynosomatidae		Reptiles	Under Review in the Candidate or Petition Process	V
3939	Holcobius pikoensis	Piko anobiid beetle	HI	anobiidae		Insects	Not Listed	I
3940	Hollisteria lanata	Hollisteria	CA	polygonaceae		Flowering Plants	Not Listed	P
3941	Holmgrenanthe petrophila	Rock lady	CA	scrophulariaceae		Flowering Plants	Not Listed	P
3942	Holocarpha macradenia	Santa Cruz tarplant	CA	asteraceae	2000.0	Flowering Plants	Threatened	P
3943	Holocarpha virgata elongata		CA	asteraceae		Flowering Plants	Not Listed	P
3944	holospira animasensis	animas mountains tubeshell		urocoptidae		Snails	Not Listed	I
3945	Homoeoneuria cahabensis	Cahaba sandfiltering mayfly	AL, MS	oligoneuridae		Insects	Not Listed	I
3946	Homoeoneuria dolani	Blackwater sandfiltering mayfly	FL, GA, SC	oligoneuridae		Insects	Not Listed	I
3947	Homoplectra schuhi	Schuh's homoplectran caddisfly	OR	hydropsychidae		Insects	Not Listed	I
3948	hordeum intercedens	Vernal barley		poaceae		Flowering Plants	Not Listed	P
3949	Horkelia bolanderi	Bolander's horkelia	CA	rosaceae		Flowering Plants	Not Listed	P
3950	Horkelia congesta ssp. congesta	shaggy horkelia	OR	rosaceae		Flowering Plants	Not Listed	P
3951	Horkelia cuneata sericea	Wedge-leaved horkelia	CA	rosaceae		Flowering Plants	Not Listed	P
3952	Horkelia hendersonii	Henderson's horkelia	CA, OR	rosaceae		Flowering Plants	Not Listed	P
3953	Horkelia marinensis	Point Reyes horkelia	CA	rosaceae		Flowering Plants	Not Listed	P
3954	Horkelia parryi	Parry's horkelia	CA	rosaceae		Flowering Plants	Not Listed	P
3955	Horkelia truncata	Ramona cinquuefoil	CA	rosaceae		Flowering Plants	Not Listed	P
3956	Horkelia tularensis	Tulare horkelia	CA	rosaceae		Flowering Plants	Not Listed	P
3957	Horkelia wilderae	Barton Flats horkelia	CA	rosaceae		Flowering Plants	Not Listed	P
3958	Horologion speokites	Arbuckle Cave ground beetle	WV	carabidae		Insects	Not Listed	I
3959	Houstonia caerulea faxonorum	Alpine bluet	NH	rubiaceae		Flowering Plants	Not Listed	P
3960	Howellia aquatilis	Water howellia	CA, ID, MT, OR, WA	campanulaceae	1994.0	Flowering Plants	Threatened	P
3961	Howelliella ovata	Oval-leaved snapdragon	CA	scrophulariaceae		Flowering Plants	Not Listed	P
3962	Hudsonia montana	Mountain golden heather	NC	cistaceae	1980.0	Flowering Plants	Threatened	P
3963	Huleechius marroni carolus	Marron's San Carlos riffle beetle	AZ	elmidae		Insects	Not Listed	I
3964	Hulsea californica	Laguna Mountains sunflower	CA	asteraceae		Flowering Plants	Not Listed	P
3965	Hulsea vestita inyoensis	Inyo hulsea	CA, NV	asteraceae		Flowering Plants	Not Listed	P
3966	Hulsea vestita ssp. callicarpha	Beautiful Hulsea	CA	asteraceae		Flowering Plants	Not Listed	P
3967	Huperzia acerosa	 clubmoss	PR, VI	lycopodiaceae		Ferns and Allies	Not Listed	P
3968	Huperzia haleakalae		HI	lycopodiaceae		Ferns and Allies	Not Listed	P
3969	Huperzia mannii	Wawae`iole	HI	lycopodiaceae	1992.0	Ferns and Allies	Endangered	P
3970	Huperzia nutans	Wawae`iole	HI	lycopodiaceae	1994.0	Ferns and Allies	Endangered	P
3971	Huperzia stemmermanniae		HI	lycopodiaceae	2016.0	Ferns and Allies	Endangered	P
3972	Hyalella texana	Clear Creek Amphipod		hyalellidae		Crustaceans	Not Listed	I
3973	Hybognathus amarus	Rio Grande Silvery Minnow	NM, TX	cyprinidae	1994.0	Fishes	Endangered	V
3974	Hybognathus amarus	Rio Grande Silvery Minnow	TX	cyprinidae	2008.0	Fishes		V
3975	Hybognathus argyritis	Western silvery minnow	IA, IL, KS, MO, MT, ND, NE, SD, WY	cyprinidae		Fishes	Not Listed	V
3976	Hybognathus placitus	Plains minnow	AR, CO, IA, IL, KS, KY, LA, MO, MT, ND, NE, NM, OK, SD, TX, WY	cyprinidae		Fishes	Not Listed	V
3977	Hybopsis lineapunctata	Lined chub	AL, GA, TN	cyprinidae		Fishes	Not Listed	V
3978	Hydraena maureenae	Maureen's hydraenan minute moss beetle	VA	hydraenidae		Insects	Not Listed	I
3979	Hydrastis canadensis	Goldenseal	AL, AR, CT, DE, GA, IA, IL, IN, KY, MD, MI, MN, MO, MS, NC, NY, OH, PA, TN, VA, VT, WI, WV	ranunculaceae		Flowering Plants	Not Listed	P
3980	Hydrochara rickseckeri	Ricksecker's water scavenger beetle	CA	hydrophilidae		Insects	Not Listed	I
3981	Hydrochus sp.	Seth Forest water scavenger beetle	MD	hydrophilidae		Insects	Not Listed	I
3982	Hydromantes brunus	Limestone salamander	CA	plethodontidae		Amphibians	Under Review in the Candidate or Petition Process	V
3983	Hydromantes platycephalus	Mount Lyell salamander	CA	plethodontidae		Amphibians	Not Listed	V
3984	Hydromantes shastae	Shasta salamander	CA	plethodontidae		Amphibians	Under Review in the Candidate or Petition Process	V
3985	Hydromantes sp.	Owens Valley web-toes salamander	CA	plethodontidae		Amphibians	Not Listed	V
3986	Hydrophyllum capitatum thompsonii	Ballhead, Thompson's waterleaf	OR, WA	hydrophyllaceae		Flowering Plants	Not Listed	P
3987	Hydroporus elusivus	Elusive hydroporus diving beetle	NH	dytiscidae		Insects	Not Listed	I
3988	Hydroporus folkertsi	Folkerts' hydroporus diving beetle	AL	dytiscidae		Insects	Not Listed	I
3989	Hydroporus hirsutus	Wooly hydroporus diving beetle	CA	dytiscidae		Insects	Not Listed	I
3990	Hydroporus leechi	Leech's skyline diving beetle	CA	dytiscidae		Insects	Not Listed	I
3991	Hydroporus simplex	Simple hydroporus diving beetle	CA	dytiscidae		Insects	Not Listed	I
3992	Hydroporus spangleri	Spangler's hydroporus diving beetle	UT	dytiscidae		Insects	Not Listed	I
3993	Hydroporus sulphurius	Sulphur Springs hydroporus diving beetle	AR	dytiscidae		Insects	Not Listed	I
3994	Hydroporus utahensis	Utah hydroporus diving beetle	UT	dytiscidae		Insects	Not Listed	I
3995	Hydropsyche reiseni	Reisen's hydropsyche caddisfly	OK	hydropsychidae		Insects	Not Listed	I
3996	Hydroptila chelops	 caddisfly	AL	hydroptilidae		Insects	Not Listed	I
3997	Hydroptila decia	Knoxville hydroptilan micro caddisfly	TN	hydroptilidae		Insects	Not Listed	I
3998	Hydroptila englishi	 caddisfly	NC, SC	hydroptilidae		Insects	Not Listed	I
3999	Hydroptila lagoi	 caddisfly	AL	hydroptilidae		Insects	Not Listed	I
4000	Hydroptila okaloosa	Rogue Creek hydroptila caddisfly	FL	hydroptilidae		Insects	Not Listed	I
4001	Hydroptila ouachita	 caddisfly	LA	hydroptilidae		Insects	Not Listed	I
4002	Hydroptila sarahae	Sarah's hydroptila caddisfly	FL	hydroptilidae		Insects	Not Listed	I
4003	Hydroptila sykorai	Sykora's Hydroptila caddisfly	FL	hydroptilidae		Insects	Under Review in the Candidate or Petition Process	I
4004	Hygrotus artus	Mono Lake hygrotus diving beetle	CA	dytiscidae		Insects	Not Listed	I
4005	Hygrotus curvipes	Curved-foot hygrotus diving beetle	CA	dytiscidae		Insects	Not Listed	I
4006	Hygrotus diversipes	Narrow-foot hygrotus diving beetle	WY	dytiscidae		Insects	Not Listed	I
4007	Hygrotus fontinalis	Travertine band-thigh diving beetle	CA	dytiscidae		Insects	Not Listed	I
4008	Hygrotus sylvanus	Sylvan hygrotus diving beetle	MA, MN, NY	dytiscidae		Insects	Not Listed	I
4009	Hyla andersonii	Pine barrens treefrog	FL	hylidae	1977.0	Amphibians		V
4010	Hylaeus andrenoides	Andrenoid yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4011	Hylaeus angustula	Lanai yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4012	Hylaeus anomala	Anomalous yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4013	Hylaeus anthracinus	Anthricinan yellow-faced bee	HI	hylaeidae	2016.0	Insects	Endangered	I
4014	Hylaeus assimulans	Assimulans yellow-faced bee	HI	hylaeidae	2016.0	Insects	Endangered	I
4015	Hylaeus blackburni	Blackburn's yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4016	Hylaeus caeruleipennis	Bluewing yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4017	Hylaeus chlorosticata	Chlorostictan yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4018	Hylaeus communis	Comes yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4019	Hylaeus coniceps	Conehead yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4020	Hylaeus connectens	Connected yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4021	Hylaeus crabronoides	Crabronoid yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4022	Hylaeus difficilis	Difficult yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4023	Hylaeus dimidiatus	Dimidiatan yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4024	Hylaeus erythrodemas	Erythrodeme yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4025	Hylaeus facilis	Easy yellow-faced bee	HI	hylaeidae	2016.0	Insects	Endangered	I
4026	Hylaeus filicum	Fern yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4027	Hylaeus finitima	Finitiman yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4028	Hylaeus flavifrons	Very yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4029	Hylaeus flavipes	Yellow-foot yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4030	Hylaeus fuscipennis	Darkwing yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4031	Hylaeus haleakalae	Haleakala yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4032	Hylaeus hilaris	Hilaris yellow-faced bee	HI	hylaeidae	2016.0	Insects	Endangered	I
4033	Hylaeus hirsutulus	Hirsute yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4034	Hylaeus hostilis	Hostile yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4035	Hylaeus hula	Hulan yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4036	Hylaeus insignis	Insignis yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4037	Hylaeus kauaiensis	Kauai yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4038	Hylaeus koae	Koa yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4039	Hylaeus kona	Kona yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4040	Hylaeus kuakea	Hawaiian yellow-faced bee	HI	colletidae	2016.0	Insects	Endangered	I
4041	Hylaeus laeta	Laetan yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4042	Hylaeus laticeps	Broadhead yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4043	Hylaeus longiceps	Hawaiian yellow-faced bee	HI	hylaeidae	2016.0	Insects	Endangered	I
4044	Hylaeus mana	Hawaiian yellow-faced bee	HI	colletidae	2016.0	Insects	Endangered	I
4045	Hylaeus obscurata	Obscuratan yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4046	Hylaeus ombrias	Ombrias yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4047	Hylaeus perkinsianus	Perkin's yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4048	Hylaeus perspicuus	Perspicuan yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
4049	Hylaeus psammobia	Psammobian yellow-faced bee	HI	hylaeidae		Insects	Not Listed	I
