	Scientific Name	Common Name	Region	Family	First Listed	Taxonomic Group	Status	Type
3560	Gila ditaenia	Sonora chub	AZ	cyprinidae	1986.0	Fishes	Threatened	V
3561	Gila elegans	Bonytail	AZ, CA, CO, NV, UT	cyprinidae	1980.0	Fishes	Endangered	V
3562	Gila intermedia	Gila chub	AZ, NM	cyprinidae	2005.0	Fishes	Endangered	V
3563	Gila nigra	Headwater chub	AZ, NM	cyprinidae		Fishes	Not Listed	V
3564	Gila nigrescens	Chihuahua chub	NM	cyprinidae	1983.0	Fishes	Threatened	V
3565	Gila orcuttii	Arroyo chub	CA	cyprinidae		Fishes	Not Listed	V
3566	Gila purpurea	Yaqui chub	AZ	cyprinidae	1984.0	Fishes	Endangered	V
3567	Gila robusta	Roundtail chub	AZ, NM	cyprinidae		Fishes	Not Listed	V
3568	Gila robusta jordani	Pahranagat roundtail chub	NV	cyprinidae	1970.0	Fishes	Endangered	V
3569	Gila seminuda (=robusta)	Virgin River Chub	AZ, NV, UT	cyprinidae	1989.0	Fishes	Endangered	V
3570	Gilia maculata	Little San Bernardino Mountains gilia	CA	polemoniaceae		Flowering Plants	Not Listed	P
3571	Gilia mcvickerae		UT	polemoniaceae		Flowering Plants	Not Listed	P
3572	Gilia nyensis		NV	polemoniaceae		Flowering Plants	Not Listed	P
3573	Gilia pentstemonoides		CO	polemoniaceae		Flowering Plants	Not Listed	P
3574	Gilia ripleyi		CA, NV	polemoniaceae		Flowering Plants	Not Listed	P
3575	Gilia sedifolia	Stonecrop Gily flower		polemoniaceae		Flowering Plants	Not Listed	P
3576	Gilia tenuiflora ssp. arenaria	Monterey gilia	CA	polemoniaceae	1992.0	Flowering Plants	Endangered	P
3577	Gilia tenuiflora ssp. hoffmannii	Hoffmann's slender-flowered gilia	CA	polemoniaceae	1997.0	Flowering Plants	Endangered	P
3578	Gilia tenuis	Mussentuchit gilia	UT	polemoniaceae		Flowering Plants	Not Listed	P
3579	Gilmania luteola	Golden carpet	CA	polygonaceae		Flowering Plants	Not Listed	P
3580	Githopsis diffusa filicaulis	Mission Canyon bluecup	CA	campanulaceae		Flowering Plants	Not Listed	P
3581	Glacicavicola bathysciodes	Blind cave leiodid	ID	leiodidae		Insects	Not Listed	I
3582	Glandularia maritima		FL	verbenaceae		Flowering Plants	Not Listed	P
3583	Glandularia tampensis	 vervain	FL	verbenaceae		Flowering Plants	Not Listed	P
3584	Glaresis arenata	Kelso Dune glaresis scarab	CA	glaresidae		Insects	Not Listed	I
3585	Glaucidium brasilianum cactorum	Cactus ferruginous pygmy-owl	AZ	strigidae	1997.0	Birds		V
3586	Glaucomys sabrinus californicus	San Bernardino northern flying squirrel	CA	sciuridae		Mammals	Not Listed	V
3587	Glaucomys sabrinus coloratus	Carolina northern flying squirrel	NC, TN, VA	sciuridae	1985.0	Mammals	Endangered	V
3588	Glaucomys sabrinus fuscus	Virginia northern flying Squirrel	VA, WV	sciuridae	1985.0	Mammals	Recovery	V
3589	Glaucomys sabrinus griseifrons	Prince of Wales flying squirrel	AK	sciuridae		Mammals	Not Listed	V
3590	Glaucopsyche lygdamus palosverdesensis	Palos Verdes blue butterfly	CA	lycaenidae	1980.0	Insects	Endangered	I
3591	Glaucopsyche xerces	Xerces blue	CA	lycaenidae		Insects	Not Listed	I
3592	Gloeocantharellus purpurascens	Indian Creek mushroom	NC	gomphaceae		Flowering Plants	Not Listed	P
3593	glossopetalon clokeyi	Clokey greasebush		crossosomataceae		Flowering Plants	Not Listed	P
3594	Glossopetalon clokeyi	Clokey's forsellesia	NV	crossosomataceae		Flowering Plants	Not Listed	P
3595	Glossopetalon pungens glabra	Smooth pungent forsellesia	CA, NV	crossosomataceae		Flowering Plants	Not Listed	P
3596	Glossopetalon texense	Texas greasebush	TX	crossosomataceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
3597	Glyceria nubigena	Smoky Mountains manna grass	NC	poaceae		Flowering Plants	Not Listed	P
3598	Glyphodes cyanomichla	Blue glyphodes moth	HI	pyralidae		Insects	Not Listed	I
3599	Glyphodes exaula	Green glyphodes moth	HI	pyralidae		Insects	Not Listed	I
3600	Glyphopsyche missouri	Missouri glyphopsyche caddisfly	MO	limnephilidae		Insects	Not Listed	I
3601	Glyphopsyche sequatchie	Sequatchie caddisfly	TN	limnephilidae		Insects	Not Listed	I
3602	Glyphyalinia clingmani	Fragile supercoil	NC	zonitidae		Snails	Not Listed	I
3603	Glyphyalinia pecki	Blind glyph	AL	zonitidae		Snails	Not Listed	I
3604	Glyphyalinia raderi	Maryland glyph	VA	zonitidae		Snails	Not Listed	I
3605	Glyptemys insculpta	Wood turtle	CT, DC, DE, IA, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, VA, VT, WI, WV	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
3606	Gnaphalium obtusifolium saxicola	Saxicola rock catfoot	WI	asteraceae		Flowering Plants	Not Listed	P
3607	Gnaphalium sandwicensium flagellare	Whip `ena`ena	HI	asteraceae		Flowering Plants	Not Listed	P
3608	Goeracea oregona	Sagehen Creek goeracean caddisfly	CA	limnephilidae		Insects	Not Listed	I
3609	Goetzea elegans	Beautiful goetzea	PR	solanaceae	1985.0	Flowering Plants	Endangered	P
3610	Gomphus adelphus	Hudson clubtail dragonfly	MA, NY	gomphidae		Insects	Not Listed	I
3611	Gomphus consanguis	Cherokee clubtail	GA, VA	gomphidae		Insects	Under Review in the Candidate or Petition Process	I
3612	Gomphus lynnae	Lynn's clubtail	WA	gomphidae		Insects	Not Listed	I
3613	Gomphus parvidens carolinus	Sandhills clubtail	NC, SC	gomphidae		Insects	Not Listed	I
3614	Gomphus sandrius	Tennessee clubtail	TN	gomphidae		Insects	Under Review in the Candidate or Petition Process	I
3615	Gomphus septima	Septima's clubtail	AL, NC, SC	gomphidae		Insects	Under Review in the Candidate or Petition Process	I
3616	Gomphus westfalli	Westfall's clubtail	FL	gomphidae		Insects	Under Review in the Candidate or Petition Process	I
3617	Goniobasis semicarinata indianensis	Indiana river snail	IN	pleuroceridae		Snails	Not Listed	I
3618	Gonocalyx concolor		PR	ericaceae	2014.0	Flowering Plants	Endangered	P
3619	Gopherus agassizii	Desert tortoise	AZ, CA, NV, UT	testudinidae	1980.0	Reptiles	Threatened	V
3620	Gopherus agassizii	Desert tortoise	AZ	testudinidae	1990.0	Reptiles	Similarity of Appearance to a Threatened Taxon	V
3621	Gopherus morafkai	Sonoran desert tortoise	AZ	testudinidae		Reptiles	Not Listed	V
3622	Gopherus polyphemus	Gopher tortoise		testudinidae		Reptiles	Not Listed	V
3623	Gopherus polyphemus	Gopher tortoise	AL, FL, GA, SC	testudinidae		Reptiles	Candidate	V
3624	Gopherus polyphemus	Gopher tortoise	AL, LA, MS	testudinidae	1987.0	Reptiles	Threatened	V
3625	Gossypium tomentosum	Hawaiian cotton	HI	malvaceae		Flowering Plants	Not Listed	P
3626	Gouania hillebrandii		HI	rhamnaceae	1984.0	Flowering Plants	Endangered	P
3627	Gouania meyenii		HI	rhamnaceae	1991.0	Flowering Plants	Endangered	P
3628	Gouania vitifolia		HI	rhamnaceae	1994.0	Flowering Plants	Endangered	P
3629	Gouldia st-johnii munroi		HI	rubiaceae		Flowering Plants	Not Listed	P
3630	Gouldia terminalis bobeoides		HI	rubiaceae		Flowering Plants	Not Listed	P
3631	Gouldia terminalis congesta		HI	rubiaceae		Flowering Plants	Not Listed	P
3632	Gouldia terminalis crassicaulis		HI	rubiaceae		Flowering Plants	Not Listed	P
3633	Gouldia terminalis degeneri		HI	rubiaceae		Flowering Plants	Not Listed	P
3634	Gouldia terminalis lanai		HI	rubiaceae		Flowering Plants	Not Listed	P
3635	Gouldia terminalis parvifolia		HI	rubiaceae		Flowering Plants	Not Listed	P
3636	Gouldia terminalis pseudodichotoma		HI	rubiaceae		Flowering Plants	Not Listed	P
3637	Gouldia terminalis pubescens		HI	rubiaceae		Flowering Plants	Not Listed	P
3638	Gouldia terminalis quadrangularis		HI	rubiaceae		Flowering Plants	Not Listed	P
3639	Gouldia terminalis rotundifolia		HI	rubiaceae		Flowering Plants	Not Listed	P
3640	Gouldia terminalis subcordata		HI	rubiaceae		Flowering Plants	Not Listed	P
3641	Graffenrieda ottoschulzii	Petites Graines camasey	PR, VI	melastomataceae		Flowering Plants	Not Listed	P
3642	Grammitis nimbata	Dwarf polypody	NC	grammitidaceae		Ferns and Allies	Not Listed	P
3643	Graphis sterlingiana	Sterlings lips	NC	graphidaceae		Lichens	Not Listed	P
3644	Grapholita edwardsiana	San Francisco tree lupine moth	CA	olethreutidae		Insects	Not Listed	I
3645	Graptemys barbouri	Barbour's map turtle	FL, GA	emydidae		Reptiles	Not Listed	V
3646	Graptemys caglei	Cagle's map turtle	TX	emydidae		Reptiles	Not Listed	V
3647	Graptemys ernsti	Escambia Map turtle	AL, FL	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
3648	Graptemys flavimaculata	Yellow-blotched map turtle	MS	emydidae	1991.0	Reptiles	Threatened	V
3649	Graptemys gibbonsi	Pascagoula map turtle	LA, MS	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
3650	Graptemys nigrinoda	Black-knobbed map turtle	AL, MS	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
3651	Graptemys oculifera	Ringed map turtle	LA, MS	emydidae	1986.0	Reptiles	Threatened	V
3652	Graptemys ouachitensis sabinensis	Sabine Map Turtle	LA, TX	emydidae		Reptiles	Not Listed	V
3653	Graptemys pseudogeographica	False map turtle	IN, MN, MO, ND, WI	emydidae		Reptiles	Not Listed	V
3654	Graptemys pulchra	Alabama Map turtle	AL, GA, MS	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
3655	Graptemys versa	Texas map turtle	TX	emydidae		Reptiles	Not Listed	V
3656	Graptopetalum bartramii	Bartram stonecrop	AZ	crassulaceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
3657	Graptopetalum rusbyi		AZ, NM	crassulaceae		Flowering Plants	Not Listed	P
3658	Gratiola heterosepala	Boggs Lake hedge-hyssop	CA, OR	scrophulariaceae		Flowering Plants	Not Listed	P
3659	Grimmia americana	American dry rock moss	NV	grimmiaceae		Flowering Plants	Not Listed	P
3660	Grindelia fraxinipratensis	Ash Meadows gumplant	NV	asteraceae	1985.0	Flowering Plants	Threatened	P
3661	Grindelia hirsuta maritima	San Francisco gumplant	CA	asteraceae		Flowering Plants	Not Listed	P
3662	Grindelia hirsutula	Cuyamaca gumplant	CA	asteraceae		Flowering Plants	Not Listed	P
3663	Grindelia howellii	Howell's gumplant	ID, MT	asteraceae		Flowering Plants	Not Listed	P
3664	Grindelia oolepis	Plains gumweed	TX	asteraceae		Flowering Plants	Not Listed	P
3665	Grindelia stricta blakei	Humboldt Bay gumplant	CA	asteraceae		Flowering Plants	Not Listed	P
3666	Gronocarus multispinosus	Spiny Florida sandhill scarab	FL	scarabaeidae		Insects	Not Listed	I
3667	Grus americana	Whooping crane		gruidae	2011.0	Birds		V
3668	Grus americana	Whooping crane	CO, FL, NM, OK, TX	gruidae	1993.0	Birds		V
3669	Grus americana	Whooping crane	KS, MT, ND, NE, OK, SD, TX, WI	gruidae	1967.0	Birds	Endangered	V
3670	Grus americana	Whooping crane	LA, MI, WI	gruidae	2001.0	Birds		V
3671	Grus canadensis pulla	Mississippi sandhill crane	AL, MS	gruidae	1973.0	Birds	Endangered	V
3672	Grus canadensis tabida	Greater Sandhill Crane		gruidae		Birds	Not Listed	V
3673	Gryllotalpa major	Prairie mole cricket	AR, IL, KS, MO, MS, OK	gryllidae		Insects	Not Listed	I
3674	Gulo gulo luscus	North American wolverine		mustelidae		Mammals	Not Listed	V
3675	Gulo gulo luscus	North American wolverine	CA, CO, ID, MT, NM, NV, OR, UT, WA, WY	mustelidae		Mammals	Proposed Threatened	V
3676	Gulo gulo luteus	California wolverine	CA	mustelidae		Mammals	Not Listed	V
3677	Gunnera petaloidea		HI	haloragaceae		Flowering Plants	Not Listed	P
3678	Gutierrezia californica	Bay matchweed	CA	asteraceae		Flowering Plants	Not Listed	P
3679	Gutierrezia petradoria		UT	asteraceae		Flowering Plants	Not Listed	P
3680	Gutierrezia sarothrae		AZ	asteraceae		Flowering Plants	Not Listed	P
3681	Gutierrezia sarothrae pomariensis		UT	asteraceae		Flowering Plants	Not Listed	P
3682	Gutierrezia wrightii		AZ	asteraceae		Flowering Plants	Not Listed	P
3683	Gymnocarpium heterosporum		AK, MI, MN, WI	aspleniaceae		Ferns and Allies	Not Listed	P
3684	Gymnocarpium sp.	Sp. nov. ined. (Appalachian) oak fern	NC	aspleniaceae		Ferns and Allies	Not Listed	P
3685	Gymnocthebius maureenae	Maureen's gymnocthebius minute moss beetle	MS	hydraenidae		Insects	Not Listed	I
3686	Gymnoderma lineare	Rock gnome lichen	GA, NC, SC, TN, VA	cladoniaceae	1995.0	Lichens	Endangered	P
3687	Gymnogyps californianus	California condor		cathartidae	2019.0	Birds		V
3688	Gymnogyps californianus	California condor	AZ, CA, UT	cathartidae	1967.0	Birds	Endangered	V
3689	Gymnogyps californianus	California condor	AZ, NV, UT	cathartidae	1996.0	Birds		V
3690	Gymnomyza samoensis	Mao (= maomao) (honeyeater)		meliphagidae	2016.0	Birds	Endangered	V
3691	Gymnopogon chapmanianus		FL	poaceae		Flowering Plants	Not Listed	P
3692	Gymnorhinus cyanocephalus	Pinyon Jay		corvidae		Birds	Not Listed	V
3693	Gyrinophilus gulolineatus	Berry Cave salamander	TN	plethodontidae		Amphibians	Not Listed	V
3694	Gyrinophilus palleucus	Tennessee cave salamander	AL, GA, TN	plethodontidae		Amphibians	Under Review in the Candidate or Petition Process	V
3695	Gyrinophilus subterraneus	West Virginia spring salamander	WV	plethodontidae		Amphibians	Under Review in the Candidate or Petition Process	V
3696	Gyrotoma excisa	Excised slitshell	AL	pleuroceridae		Snails	Not Listed	I
3697	Gyrotoma lewisii	Striate slitshell	AL	pleuroceridae		Snails	Not Listed	I
3698	Gyrotoma pagoda	Pagoda slitshell	AL	pleuroceridae		Snails	Not Listed	I
3699	Gyrotoma pumila	Ribbed slitshell	AL	pleuroceridae		Snails	Not Listed	I
3700	Gyrotoma pyramidata	Pyramid slitshell	AL	pleuroceridae		Snails	Not Listed	I
3701	Gyrotoma walkeri	Round slitshell	AL	pleuroceridae		Snails	Not Listed	I
3702	Hackelia brevicula	Poison Canyon stickseed	CA	boraginaceae		Flowering Plants	Not Listed	P
3703	Hackelia cronquistii	Cronquist's stickseed	OR	boraginaceae		Flowering Plants	Not Listed	P
3704	Hackelia davisii	Davis' stickseed	ID	boraginaceae		Flowering Plants	Not Listed	P
3705	Hackelia gracilenta	Mesa Verde stickleaf	CO	boraginaceae		Flowering Plants	Not Listed	P
3706	Hackelia hispida		ID, OR, WA	boraginaceae		Flowering Plants	Not Listed	P
3707	Hackelia ibapensis	 stickseed	UT	boraginaceae		Flowering Plants	Not Listed	P
3708	Hackelia ophiobia	 stickseed	NV, OR	boraginaceae		Flowering Plants	Not Listed	P
3709	Hackelia sharsmithii	Sharsmth's stickseed	CA, NV	boraginaceae		Flowering Plants	Not Listed	P
3710	Hackelia venusta	Showy stickseed	WA	boraginaceae	2002.0	Flowering Plants	Endangered	P
3711	Haematopus bachmani	Black Oystercatcher		haematopodidae		Birds	Not Listed	V
3712	Haematopus palliatus	American Oystercatcher		charadriidae		Birds	Not Listed	V
3713	Haideoporus texanus	Texas cave diving beetle	TX	dytiscidae		Insects	Under Review in the Candidate or Petition Process	I
3714	Haideotriton wallacei	Georgia blind salamander	FL, GA	plethodontidae		Amphibians	Under Review in the Candidate or Petition Process	V
3715	Halcyon cinnamomina cinnamomina	Guam Micronesian kingfisher	GU	alcedinidae	1984.0	Birds	Endangered	V
3716	Haliaeetus leucocephalus	Bald eagle	AL, AR, AZ, CO, FL, IN, KY, MT, OH, PA, SC, TN, TX, VA, WY	accipitridae	1967.0	Birds	Recovery	V
3717	Haliaeetus leucocephalus	Bald eagle	AZ	accipitridae		Birds	Not Listed	V
3718	Haliaeetus leucocephalus	Bald eagle	AZ	accipitridae	2008.0	Birds	Not Listed	V
3719	Halimolobos perplexa lemhiensis		ID	brassicaceae		Flowering Plants	Not Listed	P
3720	Halimolobos perplexa perplexa		ID	brassicaceae		Flowering Plants	Not Listed	P
3721	Halimolobos virgata	Virgate halimolobus	CA	brassicaceae		Flowering Plants	Not Listed	P
3722	Haliotis cracherodii	Black Abalone		haliotidae	2011.0	Snails	Endangered	I
3723	Haliotis sorenseni	White Abalone		haliotidae	2005.0	Snails	Endangered	I
3724	Haliplus nitens	Disjunct crawling water beetle	TX	haliplidae		Insects	Not Listed	I
3725	Halocaridina palahemo	 shrimp	HI	atyidae		Crustaceans	Not Listed	I
3726	Halophila johnsonii	Johnson's seagrass		hydrocharitaceae	1998.0	Flowering Plants	Threatened	P
3727	Hamiota australis	Southern sandshell	AL, FL	unionidae	2012.0	Clams	Threatened	I
3728	Hansonoperla appalachia	Hanson's appalachian stonefly	KY, MA, NH, SC, TN	perlidae		Insects	Not Listed	I
3729	Haplopappus carthamoides subsquarrosus		WY	asteraceae		Flowering Plants	Not Listed	P
3730	Haplopappus fremontii monocephalus	 goldenweed	CO	asteraceae		Flowering Plants	Not Listed	P
3731	Haplopappus palmeri palmeri	Palmer's haplopappus	CA	asteraceae		Flowering Plants	Not Listed	P
3732	Haplopappus racemosus congestus		CA, OR	asteraceae		Flowering Plants	Not Listed	P
3733	Haplopappus spinulosus laevis		NM	asteraceae		Flowering Plants	Not Listed	P
3734	Haploperla chukcho	Chukcho stonefly	MS	chloroperlidae		Insects	Not Listed	I
3735	Haplostachys bryanii		HI	lamiaceae		Flowering Plants	Not Listed	P
3736	Haplostachys haplostachya	Honohono	HI	lamiaceae	1979.0	Flowering Plants	Endangered	P
3737	Haplostachys linearifolia		HI	lamiaceae		Flowering Plants	Not Listed	P
3738	Haplostachys munroi		HI	lamiaceae		Flowering Plants	Not Listed	P
3739	Haplostachys truncata		HI	lamiaceae		Flowering Plants	Not Listed	P
3740	Harpagonella palmeri	Palmer's grapplinghook		boraginaceae		Flowering Plants	Not Listed	P
3741	Harpagonella palmeri palmeri	Palmer's grapplinghook	CA	boraginaceae		Flowering Plants	Not Listed	P
3742	Harperocallis flava	Harper's beauty	FL	liliaceae	1979.0	Flowering Plants	Endangered	P
3743	Harrisia (=Cereus) aboriginum (=gracilis)	Aboriginal Prickly-apple	FL	cactaceae	2013.0	Flowering Plants	Endangered	P
3744	Harrisia portoricensis	Higo Chumbo	PR	cactaceae	1990.0	Flowering Plants	Threatened	P
3745	Hartwrightia floridana	Florida hartwrightia	FL, GA	asteraceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
3746	Hastingsia atropurpurea		OR	liliaceae		Flowering Plants	Not Listed	P
3747	Hastingsia bracteosa		OR	liliaceae		Flowering Plants	Not Listed	P
3748	Hazardia brickellioides		CA, NV	asteraceae		Flowering Plants	Not Listed	P
3749	Hazardia cana	Island hazardia	CA	asteraceae		Flowering Plants	Not Listed	P
3750	Hazardia orcuttii	Orcutt's hazardia	CA	asteraceae		Flowering Plants	Not Listed	P
3751	Hechtia texensis		TX	bromeliaceae		Flowering Plants	Not Listed	P
3752	Hedeoma apiculatum	Mckittrick pennyroyal	NM, TX	lamiaceae	1982.0	Flowering Plants		P
3753	Hedeoma dentatum		AZ	lamiaceae		Flowering Plants	Not Listed	P
3754	Hedeoma diffusum	Flagstaff pennyroyal	AZ	lamiaceae		Flowering Plants	Not Listed	P
3755	Hedeoma molle		TX	lamiaceae		Flowering Plants	Not Listed	P
3756	Hedeoma nanum californicum		AZ, CA, NV	lamiaceae		Flowering Plants	Not Listed	P
3757	Hedeoma pilosum	Old Blue mock pennyroyal	TX	lamiaceae		Flowering Plants	Not Listed	P
3758	Hedeoma pulcherrimum		NM	lamiaceae		Flowering Plants	Not Listed	P
3759	Hedeoma todsenii	Todsen's pennyroyal	NM	lamiaceae	1981.0	Flowering Plants	Endangered	P
3760	Hedylepta epicentra	Oahu swamp hedyleptan moth	HI	pyralidae		Insects	Not Listed	I
3761	Hedylepta laysanensis	Laysan hedyleptan moth	HI	pyralidae		Insects	Not Listed	I
3762	Hedylepta telegrapha	Telegraphic hedyleptan moth	HI	pyralidae		Insects	Not Listed	I
3763	Hedyotis angusta angusta		HI	rubiaceae		Flowering Plants	Not Listed	P
3764	Hedyotis angusta umbrosa	Narrow-leaved hedyotis	HI	rubiaceae		Flowering Plants	Not Listed	P
3765	Hedyotis butterwickiae	Mary's bluet	TX	rubiaceae		Flowering Plants	Not Listed	P
3766	Hedyotis elatior		HI	rubiaceae		Flowering Plants	Not Listed	P
3767	Hedyotis foliosa		HI	rubiaceae		Flowering Plants	Not Listed	P
3768	Hedyotis formosa		HI	rubiaceae		Flowering Plants	Not Listed	P
3769	Hedyotis glaucifolia helleri		HI	rubiaceae		Flowering Plants	Not Listed	P
3770	Hedyotis littoralis		HI	rubiaceae		Flowering Plants	Not Listed	P
3771	Hedyotis megalantha	Paudedo	GU	rubiaceae	2015.0	Flowering Plants	Endangered	P
3772	Hedyotis nigricans pulvinata	 diamondflowers	FL	rubiaceae		Flowering Plants	Not Listed	P
3773	Hedyotis purpurea var. montana	Roan Mountain bluet	NC, TN, VA	rubiaceae	1990.0	Flowering Plants	Endangered	P
3774	Hedyotis remyi nuttallii		HI	rubiaceae		Flowering Plants	Not Listed	P
3775	Hedyotis remyi plana		HI	rubiaceae		Flowering Plants	Not Listed	P
3776	Hedyotis schlechtendahliana nuttallii		HI	rubiaceae		Flowering Plants	Not Listed	P
3777	Hedyotis schlechtendahliana plana		HI	rubiaceae		Flowering Plants	Not Listed	P
3778	Hedyotis schlechtendahliana reticulata		HI	rubiaceae		Flowering Plants	Not Listed	P
3779	Hedyotis tryblium		HI	rubiaceae		Flowering Plants	Not Listed	P
3780	Hedysarum boreale gremiale		UT	fabaceae		Flowering Plants	Not Listed	P
3781	Hedysarum occidentale canone		UT	fabaceae		Flowering Plants	Not Listed	P
3782	Helenium arizonicum		AZ	asteraceae		Flowering Plants	Not Listed	P
3783	Helenium virginicum	Virginia sneezeweed	MO, VA	asteraceae	1998.0	Flowering Plants	Threatened	P
3784	Helianthella castanea	Diablo rock-rose	CA	asteraceae		Flowering Plants	Not Listed	P
3785	Helianthemum dumosum	Bushy rush-rose	CT, MA, NY, RI	cistaceae		Flowering Plants	Not Listed	P
3786	Helianthemum greenei	Island rush-rose	CA	cistaceae	1997.0	Flowering Plants	Threatened	P
3787	Helianthemum scoparium	Amador rush-rose	CA	cistaceae		Flowering Plants	Not Listed	P
3788	Helianthus carnosus		FL	asteraceae		Flowering Plants	Not Listed	P
3789	Helianthus debilis vestitus	Gulf beach sunflower	FL	asteraceae		Flowering Plants	Not Listed	P
3790	Helianthus deserticola		AZ, NV, UT	asteraceae		Flowering Plants	Not Listed	P
3791	Helianthus eggertii	Eggert's sunflower	KY, TN	asteraceae	1997.0	Flowering Plants	Recovery	P
3792	Helianthus exilis	Serpentine sunflower	CA	asteraceae		Flowering Plants	Not Listed	P
3793	Helianthus glaucophyllus		AL, NC, SC, TN	asteraceae		Flowering Plants	Not Listed	P
3794	Helianthus laciniatus crenatus		NM	asteraceae		Flowering Plants	Not Listed	P
3795	Helianthus niveus tephrodes	Algodones Dunes sunflower	AZ, CA	asteraceae		Flowering Plants	Not Listed	P
3796	Helianthus nuttallii parishii	Los Angeles sunflower	CA	asteraceae		Flowering Plants	Not Listed	P
3797	Helianthus occidentalis ssp. plantagineus	Shinner's sunflower	AR, LA, TX	asteraceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
3798	Helianthus paradoxus	Pecos (=puzzle, =paradox) sunflower	NM, TX	asteraceae	1999.0	Flowering Plants	Threatened	P
3799	Helianthus porteri		AL, GA	asteraceae		Flowering Plants	Not Listed	P
3800	Helianthus praecox hirtus	Dimmit sunflower	TX	asteraceae		Flowering Plants	Not Listed	P
3801	Helianthus praetermissus		NM	asteraceae		Flowering Plants	Not Listed	P
3802	Helianthus schweinitzii	Schweinitz's sunflower	NC, SC	asteraceae	1991.0	Flowering Plants	Endangered	P
3803	Helianthus smithii		AL, GA, TN	asteraceae		Flowering Plants	Not Listed	P
3804	Helianthus verticillatus	Whorled Sunflower	AL, GA, MS, TN	asteraceae	2014.0	Flowering Plants	Endangered	P
3805	Helicodiscus diadema	Shaggy coil	VA	helicodiscidae		Snails	Not Listed	I
3806	Helicodiscus hexodon	Toothy coil	TN	helicodiscidae		Snails	Not Listed	I
3807	Helicopsyche paralimnella	 caddisfly	NC, SC	helicopsychidae		Insects	Not Listed	I
3808	Helicoverpa confusa	Confused helicoverpan noctuid moth	HI	noctuidae		Insects	Not Listed	I
3809	Helicoverpa minuta	Minute helicoverpan noctuid moth	HI	noctuidae		Insects	Not Listed	I
3810	Heliomeris soliceps	Paria sunflower	UT	asteraceae		Flowering Plants	Not Listed	P
3811	Heliotropium guanicense	Cotorrilla	PR, VI	boraginaceae		Flowering Plants	Not Listed	P
3812	Heliotropium polyphyllum horizontale		FL	boraginaceae		Flowering Plants	Not Listed	P
3813	Helisoma jacksonense	Jackson Lake snail	WY	planorbidae		Snails	Not Listed	I
3814	Helisoma newberryi	Great Basin Rams-horn		planorbidae		Snails	Not Listed	I
3815	Helminthoglypta allynsmithi	Merced Canyon shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3816	Helminthoglypta arrosa mattolensis	Cape Mendocino snail	CA	helminthoglyptidae		Snails	Not Listed	I
3817	Helminthoglypta arrosa miwoka	Dented Peninsula snail	CA	helminthoglyptidae		Snails	Not Listed	I
3818	Helminthoglypta arrosa pomoensis	Pomo bronze shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3819	Helminthoglypta arrosa williamsi	Williams' bronze shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3820	Helminthoglypta callistoderma	Kern shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3821	Helminthoglypta greggi	Mohave shoulderband	CA	helminthoglyptidae		Snails	Not Listed	I
3822	Helminthoglypta mohaveana	Victorville shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3823	Helminthoglypta morroensis	Chorro shoulderband snail		helminthoglyptidae		Snails	Under Review in the Candidate or Petition Process	I
3824	Helminthoglypta nickliniana awania	Peninsula Coast Range shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3825	Helminthoglypta nickliniana bridgesi	Bridges' Coast Range shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3826	Helminthoglypta sequoicola consors	Redwood shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3827	Helminthoglypta traski coelata	Peninsular Range shoulderband	CA	helminthoglyptida		Snails	Not Listed	I
3828	Helminthoglypta walkeriana	Morro shoulderband (=Banded dune) snail	CA	helminthoglyptida	1994.0	Snails	Endangered	I
3829	Heloderma suspectum	Gila monster lizard	AZ, CA, NM, NV, UT	helodermatidae		Reptiles	Not Listed	V
3830	Heloderma suspectum	Gila monster lizard	UT	helodermatidae		Reptiles	Not Listed	V
3831	Heloderma suspectum cinctum	Banded gila monster	AZ, CA, NV, UT	helodermatidae		Reptiles	Not Listed	V
3832	Helonias bullata	Swamp pink	DE, GA, MD, NC, NJ, SC, VA	liliaceae	1988.0	Flowering Plants	Threatened	P
3833	Hemiargus ceraunus antibubastus	Ceraunus Blue Butterfly		lycaenidae	2012.0	Insects	Similarity of Appearance to a Threatened Taxon	I
3834	Hemignathus affinis	Maui nukupuu	HI	fringillidae	1970.0	Birds	Endangered	V
3835	Hemignathus hanapepe	Kauai nukupuu	HI	fringillidae	1967.0	Birds	Endangered	V
3836	Hemignathus wilsoni	akiapolaau	HI	drepanidinae	1967.0	Birds	Endangered	V
